CaseID,ResponseId,StartDate,EndDate,BBC1_1,BBC1_2,BBC1_3,BBC1_4,BBC1_5,BBC1_6,BBC1_7,BBC1_8,BBC1_9,BBC1_10,BBC1_11,BBC1_12,BBC1_13,BBC1_14,BBC1_15,BBC1_16,BBC1_17,BBC1_18,BBC1_19,BBC1_20,prg_qstate_punch,BBC2_1,BBC2_2,BBC2_3,BBC2_4,BBC2_5,BBC2_6,BBC2_7,BBC2_8,BBC2_9,BBC2_10,BBC2_11,BBC3_1,BBC3_2,BBC3_3,BBC3_4,BBC3_5,BBC3_6,BBC3_7,BBC3_8,BBC3_9,BBC3_10,bbc4_order,BBC4_1,BBC4_2,BBC4_3,BBC4_4,BBC4_5,BBC4_6,BBC4_7,BBC4_8,BBC5_1,BBC5_2,BBC5_3,BBC5_4,BBC5_5,BBC6,BBC7,BBC8_1,BBC8_2,BBC8_3,BBC8_4,BBC8_5,BBC8_6,BBC8_7,BBC9,BBC10,BBC11,BBC12,PPWORKA,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,partyid4,urb_sub_rur,xppracem,ind1,pprent_new,MSC,core_par,Weights,BBC1_19_TEXT,BBC7_12_TEXT
782,R_1LMySm5weJRb4sj,12/4/2021 8:00:11,12/4/2021 8:13:15,Not Selected,Not Selected,Not Selected,Not Selected,Racial injustice,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Kansas,None at all,A great deal,A fair amount,None at all,None at all,A great deal,A great deal,A great deal,None at all,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Don’t know,Very concerned,Very concerned,Not at all concerned,Very concerned,Don’t know,They are right-wing domestic terrorists,CNN,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed full-time (by someone else),31,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,KS,3,1,West-North Central,Democrat,Suburban,White,"Mining, Quarrying, and Oil and Gas Extraction",Owned by you or someone in your household with a mortgage or loan,Inside a suburban county of the MSA,No,1.1128429,Skipped,Skipped
783,R_3enoFwRRXVheCpY,12/4/2021 7:27:08,12/4/2021 7:35:48,Not Selected,Healthcare,Unemployment,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Taxes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Florida,A fair amount,Not very much,A fair amount,Not very much,A great deal,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,True,False,False,False,Don’t know,False,False,True,False,False,1,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree, ,Somewhat disagree,Somewhat disagree,Somewhat disagree,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,They were well-meaning but got carried away in the moment,New York Times or Washington Post,Not Selected,Not Selected, Attend a school board meeting,Not Selected,Not Selected,Not Selected,Not Selected,Skipped,Someone else,Catholic,Yes,Employed full-time (by someone else),25,HS,High school graduate (high school diploma or the equivalent GED),Hispanic,Female,4,One-family house detached from any other house,"$150,000 or more",Separated,Metro area,South,Owned or being bought by you or someone in,Working full-time,FL,4,0,South Atlantic,Democrat,Suburban,Black or African American,"Mining, Quarrying, and Oil and Gas Extraction",Owned by you or someone in your household free and clear (without a mortgage or loan),Inside a suburban county of the MSA,No,.895838,Skipped,Skipped
784,R_1HnufBHNqSPOa9y,12/5/2021 10:15:25,12/5/2021 11:01:20,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Racial injustice,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,California,None at all,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,None at all,A great deal,None at all,False,True,True,False,True,False,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Don’t know,Don’t know,Very concerned,They are right-wing domestic terrorists,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Did not vote, Jehovah’s Witness,No,Retired,57,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Female,1,One-family house detached from any other house,"$100,000 to $149,999",Divorced,Metro area,West,Rented for cash,Working full-time,CA,1,0,Pacific,Something else,Suburban,Black or African American,"Professional, Scientific, Technical, and Business Services",Rented,Outside the center city of an MSA but inside the county containing the center city,No,3.3240619,Skipped,Skipped
785,R_2uq5oGeEhLWjJvl,12/5/2021 6:39:35,12/5/2021 6:50:47,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Natural disasters,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Texas,Not very much,A fair amount,Not very much,None at all,None at all,A great deal,A great deal,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,Don’t know,Don’t know,True,True,True,Don’t know,Don’t know,Don’t know,1,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree, ,Strongly agree,Strongly agree,Somewhat agree,Very concerned,Very concerned,Very concerned,Very concerned,Don’t know,They are patriots who were fighting to preserve our freedoms,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Did not vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Other,61,Less than HS,No high school diploma or GED,Hispanic,Female,1,One-family house detached from any other house,"Under $10,000",Never married,Metro area,South,Rented for cash,Not working,TX,1,0,West-South Central,Democrat,Urban,White,Not asked,Rented,In the center city of an MSA,No,3.130281,Skipped,Skipped
786,R_3MDPkPpWJBWgvMx,12/5/2021 8:53:25,12/5/2021 9:08:21,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Social inequality,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Texas,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,Don’t know/Never heard,A great deal,Not very much,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat concerned,Very concerned,Not very concerned,Very concerned,Somewhat concerned,They are right-wing domestic terrorists,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,No religion, ,Employed part-time (by someone else),22,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,4,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,South,Rented for cash,Working part-time,TX,4,0,West-South Central,Democrat,Urban,White,Education and Tutoring,Rented,In the center city of an MSA,No,.5987998,Skipped,Skipped
787,R_3FPYXGltodWaUql,12/3/2021 18:41:21,12/3/2021 19:05:26,Not Selected,Healthcare,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Education,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Virginia,Not very much,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,None at all,A fair amount,Not very much,Don’t know/Never heard,None at all,Don’t know,False,True,False,True,True,False,False,True,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Somewhat disagree,Strongly agree,Don’t know,Somewhat disagree,Very concerned,Very concerned,Somewhat concerned,Somewhat concerned,Very concerned,They are criminals,Social media,Not Selected,Not Selected,Not Selected,Not Selected, Donate money to a political campaign,Not Selected,Not Selected,Fully vaccinated,Joe Biden,No religion, ,Employed full-time (by someone else),22,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,VA,3,0,South Atlantic,Independent,Suburban,White,"Finance, Banking, and Insurance",Rented,Inside a suburban county of the MSA,No,.7790132,Skipped,Skipped
788,R_30cMlKPBva7MTlY,12/4/2021 17:19:28,12/4/2021 17:30:32,Not Selected,Not Selected,Not Selected,Not Selected,Racial injustice,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Maryland,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,Don’t know/Never heard,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not very concerned,Somewhat concerned,Very concerned,They are right-wing domestic terrorists,New York Times or Washington Post,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,No religion, ,Full-time student,27,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,2,Building with 2 or more apartments,"$75,000 to $99,999",Never married,Metro area,South,Rented for cash,Not working,MD,2,0,South Atlantic,Democrat,Suburban,White,Not asked,Rented,Outside the center city of an MSA but inside the county containing the center city,No,.6420953,Skipped,Skipped
789,R_3ndXveT6mevFiZ3,12/5/2021 11:12:14,12/5/2021 11:24:53,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Foreign conflicts,The spread of false information,Not Selected,Not Selected,Ohio,Not very much,Not very much,Not very much,A fair amount,A fair amount,Not very much,Don’t know/Never heard,Not very much,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,Don’t know,Don’t know,False,True,True,False,False,Don’t know,Don’t know,2,Strongly agree,Strongly disagree,Don’t know, ,Strongly disagree,Strongly agree,Somewhat agree,Don’t know,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, and I do not plan to get the vaccine",Did not vote,No religion, ,Other,28,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,6 or more,One-family house detached from any other house,"$25,000 to $49,999",Never married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,5,3,East-North Central,Something else,Suburban,White,Accommodation and Food Services,Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,Yes,2.5006349,Skipped,Skipped
790,R_10w33UWfcsl4KSi,12/4/2021 7:42:48,12/4/2021 8:02:20,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Racial injustice,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Texas,None at all,A great deal,None at all,A fair amount,A fair amount,A fair amount,A great deal,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat concerned,Very concerned,Not very concerned,Very concerned,Somewhat concerned,They are criminals,MSNBC,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,Catholic,No,Employed full-time (by someone else),41,Less than HS,No high school diploma or GED,Hispanic,Female,5,"Other (mobile home, boat, RV, van, etc.)","$10,000 to $24,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,3,West-South Central,Democrat,Urban,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,Yes,1.4317539,Skipped,Skipped
791,R_XTTXNkQlxvMozw5,12/3/2021 17:38:13,12/3/2021 17:55:05,Not Selected,Not Selected,Not Selected,Not Selected,Racial injustice,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Social inequality,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Maryland,None at all,A fair amount,None at all,None at all,None at all,A fair amount,None at all,A great deal,None at all,None at all,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Not very concerned,Somewhat concerned,They are right-wing domestic terrorists,New York Times or Washington Post,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,No religion, ,Employed full-time (by someone else),36,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,MD,2,0,South Atlantic,Independent,Suburban,White,Community/Non-Profit Organizations (including Religious and Political Organizations),Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,.6663229,Skipped,Skipped
792,R_1M4cCzaugmBL9nL,12/4/2021 0:08:35,12/4/2021 2:33:48,COVID-19/coronavirus,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Kentucky,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,False,False,True,False,False,True,False,False,False,False,2,Somewhat agree,Somewhat agree,Somewhat agree, ,Somewhat agree,Somewhat agree,Somewhat agree,Skipped,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Don’t know,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above","No, and I do not plan to get the vaccine",Someone else, Jewish, ,Employed part-time (by someone else),49,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro area,South,Owned or being bought by you or someone in,Working part-time,KY,2,0,East-South Central,Democrat,Rural,White,Accommodation and Food Services,Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,No,.5125611,Skipped,Skipped
793,R_3MhxzWiFJXBGgoq,12/3/2021 19:25:31,12/5/2021 13:58:17,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Crime or gun violence,Not Selected,Not Selected,Taxes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Minnesota,None at all,A fair amount,A fair amount,A great deal,A great deal,A great deal,A fair amount,A great deal,A fair amount,A fair amount,A great deal,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat concerned,Somewhat concerned,Not at all concerned,Not very concerned,Somewhat concerned,They are criminals,Your local newspaper,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Retired,61,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,MN,2,0,West-North Central,Independent,Suburban,White,Retail/Stores/Shopping (including Online Retail),Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,.477396,Skipped,Skipped
794,R_2flnL2m8g5NfYP6,12/3/2021 19:28:46,12/3/2021 19:52:03,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Terrorism,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Kentucky,Not very much,A great deal,A great deal,A fair amount,A fair amount,A great deal,A fair amount,A great deal,Not very much,Not very much,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Somewhat agree,Strongly disagree,Very concerned,Very concerned,Somewhat concerned,Very concerned,Very concerned,They are right-wing domestic terrorists,Social media,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Employed full-time (by someone else),32,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,KY,1,0,East-South Central,Democrat,Urban,White,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,.6663229,Skipped,Skipped
795,R_WeyN2J1dVaCa4MN,12/4/2021 5:34:55,12/4/2021 5:42:23,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Not Selected,Not Selected,Education,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Michigan,A fair amount,None at all,None at all,Not very much,A fair amount,A fair amount,Don’t know/Never heard,None at all,A great deal,None at all,A fair amount,True,False,False,Don’t know,Don’t know,Don’t know,False,False,True,True,1,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly agree,Very concerned,Not very concerned,Very concerned,Not very concerned,Very concerned,Don’t know,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Donald Trump,No religion, ,Employed full-time (by someone else),36,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,1,2,East-North Central,Something else,Rural,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household with a mortgage or loan,Inside a suburban county of the MSA,Yes,1.0277927,Skipped,Skipped
796,R_3OemlFbGUkt3aoo,12/4/2021 13:37:44,12/4/2021 13:48:17,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Not Selected,Not Selected,Not Selected,Education,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Arizona,Not very much,Don’t know/Never heard,Don’t know/Never heard,Not very much,Not very much,Don’t know/Never heard,Don’t know/Never heard,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Don’t know, ,Strongly disagree,Don’t know,Somewhat disagree,Strongly disagree,Somewhat concerned,Not at all concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,Don’t know,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Did not vote,No religion, ,Employed full-time (by someone else),24,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,West,Rented for cash,Working part-time,AZ,3,0,Mountain,Something else,Suburban,White,"Professional, Scientific, Technical, and Business Services",Rented,In the center city of an MSA,No,1.5748634,Skipped,Skipped
797,R_2By26PEMu7fYTMQ,12/5/2021 8:41:35,12/5/2021 9:01:51,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Other [SPECIFY],Not Selected,Texas,A great deal,None at all,Not very much,None at all,Not very much,Not very much,A fair amount,None at all,A great deal,None at all,A great deal,False,False,False,True,False,Don’t know,False,False,True,False,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Somewhat agree,Strongly agree,Very concerned,Not at all concerned,Very concerned,Don’t know,Very concerned,They are left-wing terrorists or Antifa,"Conservative online news (e.g. Breitbart, Daily Caller, Instapundit)",Not Selected, Contact your elected officials, Attend a school board meeting,Not Selected,Not Selected,Not Selected,Not Selected,"No, and I do not plan to get the vaccine",Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Employed full-time (by someone else),44,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,1,West-South Central,Republican,Rural,White,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,.6731975,Misinformation from government about covid 19/Jan 6th. The government/media machine is out of control.,Skipped
798,R_3NQJERJzS3ioMK9,12/3/2021 18:43:59,12/3/2021 18:58:56,COVID-19/coronavirus,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,New York,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,Don’t know/Never heard,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not very concerned,Somewhat concerned,Not very concerned,They are right-wing domestic terrorists,Digital or online news,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Fully vaccinated plus a booster,Joe Biden,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Employed full-time (by someone else),30,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$150,000 or more",Now married,Metro area,Northeast,Rented for cash,Working full-time,NY,1,0,Mid-Atlantic,Democrat,Urban,White,"Information (including Publishing, Media, Telecom, Internet Search, and Social Networking)",Rented,In the center city of an MSA,No,.8384577,Skipped,Skipped
799,R_1gM7SMw6OBIy3aL,12/3/2021 19:14:33,12/3/2021 19:37:17,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Immigration,Taxes,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,North Carolina,None at all,Not very much,A fair amount,A great deal,A great deal,A great deal,Not very much,A great deal,None at all,None at all,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly disagree, ,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,They are criminals,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Someone else,No religion, ,Employed full-time (by someone else),58,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,1,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,NC,1,0,South Atlantic,Something else,Suburban,White,"Professional, Scientific, Technical, and Business Services",Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,No,.3866546,Skipped,Skipped
800,R_secri6L8A04LfyN,12/4/2021 7:59:36,12/4/2021 8:14:12,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Natural disasters,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,California,None at all,A fair amount,A fair amount,A great deal,Not very much,A great deal,Don’t know/Never heard,A great deal,None at all,Not very much,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Somewhat agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,They are right-wing domestic terrorists,Digital or online news,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Fully vaccinated plus a booster,Joe Biden,No religion, ,Employed full-time (by someone else),38,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,West,Owned or being bought by you or someone in,Working full-time,CA,2,2,Pacific,Independent,Rural,White,"Health Care (including Elder Care, Home Health Care)",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,.6624812,Skipped,Skipped
801,R_2v8jcxljomH4Fs7,12/3/2021 19:07:18,12/3/2021 19:22:42,Not Selected,Not Selected,Unemployment,Not Selected,Racial injustice,Not Selected,Not Selected,Not Selected,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Connecticut,Not very much,A fair amount,Not very much,Not very much,Not very much,A fair amount,A fair amount,A fair amount,Not very much,A fair amount,Not very much,False,True,Don’t know,False,True,Don’t know,False,False,False,False,2,Somewhat agree,Somewhat disagree,Strongly agree, ,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,Don’t know,CNN,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Did not vote,Catholic,No,Employed part-time (by someone else),44,Bachelor or higher,Master’s degree or above,Hispanic,Female,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working part-time,CT,2,1,New England,Independent,Urban,White,"Factory, Manufacturing, and Woodworking",Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,Yes,2.3502262,Skipped,Skipped
